type	latitude	longitude	altitude	name	desc
T	45.686010000	-121.693900000	790.1		
T	45.686050000	-121.693900000	789.4		
T	45.686050000	-121.693810000	806.6		
T	45.685950000	-121.693780000	813.4		
T	45.685800000	-121.693760000	813.2		
T	45.685610000	-121.693660000	825.5		
T	45.685450000	-121.693600000	828.3		
T	45.685360000	-121.693490000	831.9		
T	45.685290000	-121.693480000	827.3		
T	45.685230000	-121.693580000	811.8		
T	45.685100000	-121.693610000	823.7		
T	45.684930000	-121.693610000	837.9		
T	45.684860000	-121.693540000	862.6		
T	45.684850000	-121.693450000	882.8		
T	45.684940000	-121.693410000	882.3		
T	45.685200000	-121.693220000	874.5		
T	45.685300000	-121.693050000	893.8		
T	45.685370000	-121.693010000	906.8		
T	45.685460000	-121.693090000	910.7		
T	45.685630000	-121.693190000	917.0		
T	45.685710000	-121.693190000	918.7		
T	45.685730000	-121.693120000	930.8		
T	45.685640000	-121.692920000	965.2		
T	45.685670000	-121.692800000	986.8		
T	45.685680000	-121.692630000	1003.5		
T	45.685440000	-121.692300000	1033.8		
T	45.685300000	-121.692240000	1047.5		
T	45.685210000	-121.692260000	1042.3		
T	45.685180000	-121.692170000	1059.7		
T	45.685260000	-121.692020000	1089.0		
T	45.685350000	-121.691970000	1097.1		
T	45.685580000	-121.692030000	1090.8		
T	45.685610000	-121.691940000	1101.2		
T	45.685560000	-121.691840000	1122.8		
T	45.685470000	-121.691740000	1137.3		
T	45.685470000	-121.691730000	1139.1		
T	45.685430000	-121.691660000	1152.1		
T	45.685490000	-121.691570000	1167.7		
T	45.685580000	-121.691570000	1171.9		
T	45.685640000	-121.691510000	1186.9		
T	45.685590000	-121.691380000	1200.4		
T	45.685500000	-121.691310000	1206.5		
T	45.685480000	-121.691310000	1207.7		
T	45.685470000	-121.691300000	1208.1		
T	45.685370000	-121.691270000	1216.5		
T	45.685280000	-121.691140000	1211.1		
T	45.685070000	-121.691090000	1236.6		
T	45.684750000	-121.691070000	1276.2		
T	45.684420000	-121.691080000	1286.5		
T	45.684270000	-121.691030000	1290.5		
T	45.684270000	-121.691020000	1290.9		
T	45.684190000	-121.691000000	1292.5		
T	45.683400000	-121.690680000	1325.6		
T	45.683400000	-121.690670000	1326.5		
T	45.683020000	-121.690500000	1348.6		
T	45.682660000	-121.690390000	1342.5		
T	45.682430000	-121.690390000	1336.3		
T	45.682360000	-121.690340000	1337.7		
T	45.682360000	-121.690330000	1338.5		
T	45.682240000	-121.690260000	1338.8		
T	45.681880000	-121.690180000	1336.2		
T	45.681660000	-121.690190000	1337.0		
T	45.681170000	-121.689870000	1363.8		
T	45.681160000	-121.689870000	1364.6		
T	45.681150000	-121.689860000	1365.9		
T	45.680740000	-121.689860000	1419.4		
T	45.680620000	-121.689720000	1443.2		
T	45.680400000	-121.689730000	1463.9		
T	45.680200000	-121.689710000	1485.0		
T	45.679770000	-121.689580000	1510.9		
T	45.679490000	-121.689540000	1532.5		
T	45.679280000	-121.689470000	1550.8		
T	45.679010000	-121.689440000	1583.9		
T	45.678240000	-121.689430000	1700.4		
T	45.677980000	-121.689380000	1737.0		
T	45.677870000	-121.689340000	1746.3		
T	45.677850000	-121.689520000	1765.7		
T	45.677740000	-121.689570000	1778.3		
T	45.677570000	-121.689550000	1791.4		
T	45.677560000	-121.689540000	1791.7		
T	45.677340000	-121.689490000	1808.0		
T	45.677110000	-121.689770000	1844.6		
T	45.676730000	-121.689990000	1888.1		
T	45.676530000	-121.690060000	1902.9		
T	45.675500000	-121.689870000	2015.7		
T	45.675360000	-121.689970000	2028.9		
T	45.675350000	-121.689970000	2029.6		
T	45.675200000	-121.690100000	2040.0		
T	45.674950000	-121.690090000	2062.9		
T	45.674830000	-121.690020000	2072.9		
T	45.674260000	-121.690090000	2128.4		
T	45.672710000	-121.689970000	2321.9		
T	45.672570000	-121.689870000	2345.7		
T	45.672210000	-121.689490000	2354.9		
T	45.672120000	-121.689520000	2366.2		
T	45.672070000	-121.689600000	2377.3		
T	45.672070000	-121.689950000	2400.4		
T	45.671960000	-121.690030000	2411.1		
T	45.671690000	-121.690150000	2430.2		
T	45.671670000	-121.690180000	2431.5		
T	45.671660000	-121.690180000	2432.2		
T	45.671540000	-121.690350000	2440.3		
T	45.671370000	-121.690450000	2448.7		
T	45.671360000	-121.690450000	2449.4		
T	45.671360000	-121.690460000	2449.0		
T	45.671020000	-121.690510000	2469.3		
T	45.670780000	-121.690520000	2488.2		
T	45.670630000	-121.690480000	2496.6		
T	45.670150000	-121.690450000	2526.9		
T	45.669760000	-121.690340000	2564.2		
T	45.669530000	-121.690250000	2593.3		
T	45.669320000	-121.690290000	2612.5		
T	45.669180000	-121.690230000	2632.0		
T	45.668420000	-121.690180000	2701.0		
T	45.668370000	-121.690160000	2706.1		
T	45.668330000	-121.690130000	2711.1		
T	45.668230000	-121.689930000	2728.3		
T	45.668150000	-121.689850000	2734.9		
T	45.667990000	-121.689790000	2743.2		
T	45.667980000	-121.689780000	2744.1		
T	45.667330000	-121.689510000	2754.5		
T	45.667140000	-121.689360000	2754.6		
T	45.667140000	-121.689350000	2754.9		
T	45.666560000	-121.688800000	2780.0		
T	45.666520000	-121.688730000	2782.6		
T	45.666500000	-121.688620000	2783.9		
T	45.666500000	-121.687880000	2770.5		
T	45.666360000	-121.686860000	2766.9		
T	45.666160000	-121.686320000	2779.5		
T	45.666150000	-121.686310000	2780.9		
T	45.665860000	-121.685560000	2783.6		
T	45.665780000	-121.685450000	2786.9		
T	45.665770000	-121.685450000	2788.4		
T	45.665740000	-121.685400000	2783.8		
T	45.665630000	-121.685360000	2786.9		
T	45.665580000	-121.685330000	2788.9		
T	45.665480000	-121.685050000	2791.1		
T	45.665280000	-121.684740000	2850.5		
T	45.665250000	-121.684710000	2855.9		
T	45.665210000	-121.684730000	2866.1		
T	45.665190000	-121.684810000	2874.9		
T	45.665250000	-121.685450000	2900.0		
T	45.665230000	-121.685430000	2902.6		
T	45.665180000	-121.685300000	2899.1		
T	45.665070000	-121.685100000	2913.8		
T	45.665060000	-121.685100000	2915.7		
T	45.665010000	-121.685030000	2922.5		
T	45.665070000	-121.685550000	2969.1		
T	45.665030000	-121.685520000	2976.2		
T	45.664990000	-121.685470000	2980.4		
T	45.664970000	-121.685460000	2985.0		
T	45.664870000	-121.685170000	2970.5		
T	45.664740000	-121.685020000	2994.2		
T	45.664550000	-121.684740000	3009.3		
T	45.664530000	-121.684730000	3012.7		
T	45.664520000	-121.684740000	3016.6		
T	45.664520000	-121.684750000	3018.2		
T	45.664500000	-121.684780000	3027.7		
T	45.664490000	-121.684890000	3047.0		
T	45.664610000	-121.685250000	3064.4		
T	45.664630000	-121.685460000	3083.3		
T	45.664610000	-121.685460000	3089.2		
T	45.664340000	-121.685230000	3121.9		
T	45.664060000	-121.684940000	3100.0		
T	45.663990000	-121.684910000	3102.3		
T	45.663930000	-121.684900000	3109.3		
T	45.663890000	-121.684870000	3112.5		
T	45.663860000	-121.684830000	3112.6		
T	45.663860000	-121.684820000	3111.1		
T	45.663830000	-121.684780000	3110.4		
T	45.663740000	-121.684750000	3117.5		
T	45.663750000	-121.684790000	3123.2		
T	45.663870000	-121.685020000	3136.2		
T	45.663870000	-121.685030000	3137.5		
T	45.664080000	-121.685240000	3148.4		
T	45.664110000	-121.685290000	3153.8		
T	45.664140000	-121.685450000	3175.3		
T	45.664120000	-121.685490000	3184.0		
T	45.664080000	-121.685490000	3188.0		
T	45.663600000	-121.685170000	3194.5		
T	45.663540000	-121.685150000	3195.8		
T	45.663500000	-121.685160000	3200.0		
T	45.663520000	-121.685230000	3210.9		
T	45.663640000	-121.685460000	3238.5		
T	45.663720000	-121.685570000	3253.7		
T	45.663770000	-121.685780000	3291.0		
T	45.663740000	-121.685790000	3296.3		
T	45.663600000	-121.685760000	3303.0		
T	45.663370000	-121.685590000	3282.0		
T	45.663170000	-121.685350000	3260.5		
T	45.663020000	-121.685220000	3249.7		
T	45.663020000	-121.685210000	3248.3		
T	45.662990000	-121.685190000	3246.6		
T	45.662790000	-121.685150000	3250.3		
T	45.662690000	-121.685060000	3251.0		
T	45.662630000	-121.685040000	3257.1		
T	45.662500000	-121.685040000	3274.8		
T	45.662200000	-121.685090000	3317.4		
T	45.662040000	-121.685220000	3350.4		
T	45.662000000	-121.685240000	3358.1		
T	45.661990000	-121.685240000	3359.6		
T	45.661910000	-121.685290000	3375.1		
T	45.661710000	-121.685340000	3407.1		
T	45.661660000	-121.685290000	3409.3		
T	45.661660000	-121.685280000	3408.9		
T	45.661580000	-121.685190000	3410.7		
T	45.661510000	-121.685040000	3408.1		
T	45.661530000	-121.685030000	3407.1		
T	45.661620000	-121.684790000	3397.0		
T	45.661730000	-121.684630000	3391.7		
T	45.661820000	-121.684540000	3387.4		
T	45.661910000	-121.684420000	3382.7		
T	45.662010000	-121.684080000	3379.8		
T	45.662030000	-121.683940000	3378.3		
T	45.662460000	-121.682650000	3361.5		
T	45.662800000	-121.681410000	3342.4		
T	45.662970000	-121.680150000	3319.5		
T	45.662890000	-121.680260000	3319.3		
T	45.662690000	-121.680470000	3317.7		
T	45.662310000	-121.680960000	3315.6		
T	45.662080000	-121.681330000	3313.1		
T	45.661960000	-121.681600000	3313.3		
T	45.661770000	-121.681900000	3311.1		
T	45.661480000	-121.682240000	3303.4		
T	45.661290000	-121.682400000	3297.7		
T	45.661180000	-121.682630000	3303.3		
T	45.661170000	-121.682790000	3308.9		
T	45.661130000	-121.682910000	3313.3		
T	45.661050000	-121.682930000	3312.4		
T	45.660930000	-121.682930000	3309.2		
T	45.660810000	-121.682960000	3305.7		
T	45.660740000	-121.683000000	3304.5		
T	45.660600000	-121.683140000	3303.8		
T	45.660520000	-121.683280000	3305.7		
T	45.660430000	-121.683360000	3304.2		
T	45.660360000	-121.683400000	3301.7		
T	45.660250000	-121.683410000	3295.9		
T	45.660050000	-121.683530000	3289.4		
T	45.659990000	-121.683530000	3286.7		
T	45.659920000	-121.683510000	3285.7		
T	45.659830000	-121.683460000	3289.5		
T	45.659750000	-121.683380000	3293.7		
T	45.659440000	-121.682860000	3293.6		
T	45.659380000	-121.682800000	3293.2		
T	45.659340000	-121.682680000	3289.2		
T	45.659330000	-121.682670000	3289.0		
T	45.659260000	-121.681920000	3264.5		
T	45.659250000	-121.681910000	3264.4		
T	45.659170000	-121.681680000	3257.9		
T	45.659160000	-121.681620000	3255.8		
T	45.659100000	-121.681550000	3254.2		
T	45.658910000	-121.681460000	3255.8		
T	45.658740000	-121.681270000	3254.6		
T	45.658640000	-121.681100000	3251.5		
T	45.658630000	-121.681060000	3250.6		
T	45.658180000	-121.680270000	3238.7		
T	45.658090000	-121.680180000	3238.0		
T	45.657980000	-121.680110000	3238.1		
T	45.657700000	-121.680130000	3243.2		
T	45.656960000	-121.680390000	3242.2		
T	45.656880000	-121.680400000	3240.2		
T	45.656300000	-121.680310000	3228.1		
T	45.656050000	-121.680300000	3228.2		
T	45.655970000	-121.679430000	3212.4		
T	45.655970000	-121.678860000	3208.8		
T	45.656050000	-121.677870000	3197.5		
T	45.656110000	-121.677680000	3194.0		
T	45.656270000	-121.677340000	3185.6		
T	45.656310000	-121.677160000	3181.9		
T	45.656400000	-121.676060000	3162.8		
T	45.656350000	-121.675630000	3157.0		
T	45.656310000	-121.675520000	3156.2		
T	45.656270000	-121.675490000	3156.2		
T	45.656450000	-121.675450000	3156.1		
T	45.656460000	-121.675440000	3155.8		
T	45.656800000	-121.675320000	3154.8		
T	45.657020000	-121.675300000	3161.0		
T	45.657180000	-121.675320000	3166.9		
T	45.657360000	-121.675390000	3174.4		
T	45.657440000	-121.675400000	3177.7		
T	45.657380000	-121.675210000	3177.1		
T	45.657280000	-121.675010000	3174.4		
T	45.657220000	-121.674930000	3172.1		
T	45.656930000	-121.674230000	3164.0		
T	45.656910000	-121.673730000	3166.3		
T	45.656770000	-121.673260000	3157.4		
T	45.656760000	-121.673260000	3156.9		
T	45.656600000	-121.672810000	3145.3		
T	45.656590000	-121.672800000	3144.6		
T	45.656470000	-121.672160000	3136.0		
T	45.656410000	-121.671630000	3133.3		
T	45.656390000	-121.670260000	3135.7		
T	45.656440000	-121.669840000	3137.4		
T	45.656500000	-121.669680000	3141.1		
T	45.656570000	-121.669600000	3145.2		
T	45.656660000	-121.669530000	3150.9		
T	45.656730000	-121.669440000	3152.4		
T	45.656740000	-121.669440000	3153.2		
T	45.656740000	-121.669430000	3152.6		
T	45.656940000	-121.669020000	3141.2		
T	45.656940000	-121.669010000	3140.5		
T	45.657000000	-121.668890000	3136.2		
T	45.657470000	-121.667170000	3143.5		
T	45.657530000	-121.667020000	3148.5		
T	45.657570000	-121.666850000	3150.9		
T	45.657580000	-121.666710000	3150.2		
T	45.657440000	-121.666070000	3132.0		
T	45.657330000	-121.665030000	3130.2		
T	45.657200000	-121.664380000	3127.7		
T	45.657130000	-121.664230000	3121.8		
T	45.657100000	-121.664070000	3120.2		
T	45.657040000	-121.663930000	3115.2		
T	45.657010000	-121.663810000	3113.0		
T	45.656980000	-121.663480000	3111.9		
T	45.657000000	-121.662910000	3102.3		
T	45.657050000	-121.662700000	3098.2		
T	45.657150000	-121.662450000	3099.3		
T	45.657150000	-121.662430000	3098.5		
T	45.657280000	-121.662270000	3101.8		
T	45.657450000	-121.661540000	3086.0		
T	45.657340000	-121.661140000	3076.8		
T	45.657180000	-121.661060000	3074.9		
T	45.656990000	-121.661000000	3072.9		
T	45.656790000	-121.660980000	3068.9		
T	45.656450000	-121.660900000	3064.4		
T	45.656230000	-121.660820000	3060.8		
T	45.655770000	-121.660530000	3051.5		
T	45.655650000	-121.660410000	3047.8		
T	45.655620000	-121.660200000	3046.4		
T	45.655840000	-121.659250000	3023.5		
T	45.656510000	-121.657270000	2996.1		
T	45.657050000	-121.655980000	2971.0		
T	45.657140000	-121.655850000	2970.6		
T	45.657200000	-121.655790000	2971.2		
T	45.657210000	-121.655790000	2971.8		
T	45.657300000	-121.655750000	2974.4		
T	45.657500000	-121.655710000	2981.2		
T	45.657650000	-121.655650000	2982.8		
T	45.657820000	-121.655540000	2981.1		
T	45.657960000	-121.655420000	2977.5		
T	45.658160000	-121.655190000	2970.3		
T	45.658410000	-121.654790000	2946.9		
T	45.658930000	-121.653620000	2923.7		
T	45.659240000	-121.653310000	2932.6		
T	45.660230000	-121.652670000	2894.9		
T	45.660280000	-121.652650000	2894.8		
T	45.660520000	-121.652470000	2889.0		
T	45.660770000	-121.652230000	2876.3		
T	45.660930000	-121.651950000	2864.4		
T	45.661070000	-121.651450000	2850.3		
T	45.661100000	-121.650140000	2806.5		
T	45.661360000	-121.649190000	2787.2		
T	45.661440000	-121.648260000	2766.9		
T	45.661700000	-121.647700000	2759.6		
T	45.662060000	-121.647080000	2743.0		
T	45.662210000	-121.646930000	2739.0		
T	45.662430000	-121.646770000	2733.3		
T	45.663100000	-121.646540000	2707.9		
T	45.663740000	-121.646450000	2686.9		
T	45.663830000	-121.646460000	2683.6		
T	45.663910000	-121.646490000	2682.2		
T	45.664010000	-121.646550000	2678.3		
T	45.664130000	-121.646580000	2672.3		
T	45.664170000	-121.646580000	2670.2		
T	45.664270000	-121.646550000	2664.8		
T	45.664310000	-121.646490000	2662.3		
T	45.664340000	-121.646310000	2657.5		
T	45.664330000	-121.646290000	2657.2		
T	45.664390000	-121.646250000	2654.1		
T	45.664530000	-121.646070000	2641.3		
T	45.664630000	-121.645990000	2632.6		
T	45.665060000	-121.645530000	2602.1		
T	45.665060000	-121.645520000	2601.4		
T	45.665190000	-121.645390000	2591.3		
T	45.665280000	-121.645330000	2586.3		
T	45.665710000	-121.645120000	2568.1		
T	45.665780000	-121.645100000	2564.1		
T	45.666130000	-121.645110000	2541.8		
T	45.666250000	-121.645070000	2533.5		
T	45.666270000	-121.645070000	2532.2		
T	45.666340000	-121.645020000	2526.9		
T	45.666400000	-121.644950000	2521.7		
T	45.666410000	-121.644950000	2521.0		
T	45.666470000	-121.644870000	2513.8		
T	45.666550000	-121.644680000	2500.0		
T	45.666560000	-121.644600000	2496.8		
T	45.666580000	-121.644560000	2493.8		
T	45.666630000	-121.644360000	2483.1		
T	45.666670000	-121.644010000	2467.4		
T	45.666730000	-121.643900000	2458.7		
T	45.666750000	-121.643560000	2443.3		
T	45.666790000	-121.643480000	2433.2		
T	45.666790000	-121.643430000	2429.8		
T	45.666720000	-121.643340000	2434.0		
T	45.666600000	-121.642990000	2425.0		
T	45.666580000	-121.642980000	2426.3		
T	45.666540000	-121.642920000	2426.0		
T	45.666540000	-121.642900000	2424.8		
T	45.666560000	-121.642870000	2421.6		
T	45.666590000	-121.642760000	2414.3		
T	45.666550000	-121.642660000	2412.7		
T	45.666550000	-121.642590000	2410.4		
T	45.666610000	-121.642400000	2402.8		
T	45.666620000	-121.642280000	2399.9		
T	45.666610000	-121.642240000	2399.3		
T	45.666650000	-121.641680000	2386.9		
T	45.666670000	-121.641620000	2385.4		
T	45.666690000	-121.641600000	2384.6		
T	45.666740000	-121.641590000	2383.3		
T	45.667140000	-121.641240000	2369.0		
T	45.667140000	-121.641230000	2368.9		
T	45.667200000	-121.641090000	2365.3		
T	45.667240000	-121.640830000	2358.3		
T	45.667270000	-121.640760000	2355.3		
T	45.667380000	-121.640590000	2346.9		
T	45.667630000	-121.640490000	2334.9		
T	45.667730000	-121.640410000	2330.7		
T	45.667770000	-121.640260000	2327.3		
T	45.667790000	-121.640240000	2326.4		
T	45.667830000	-121.640270000	2325.1		
T	45.667830000	-121.640290000	2325.3		
T	45.667850000	-121.640320000	2324.6		
T	45.667880000	-121.640330000	2323.5		
T	45.667900000	-121.640320000	2322.5		
T	45.667940000	-121.640260000	2319.5		
T	45.667990000	-121.640210000	2316.4		
T	45.668040000	-121.640120000	2313.3		
T	45.668170000	-121.639990000	2305.7		
T	45.668280000	-121.639960000	2299.9		
T	45.668340000	-121.639930000	2297.0		
T	45.668380000	-121.639860000	2295.6		
T	45.668420000	-121.639830000	2294.0		
T	45.668440000	-121.639800000	2293.4		
T	45.668530000	-121.639790000	2289.9		
T	45.668570000	-121.639750000	2288.6		
T	45.668600000	-121.639640000	2288.0		
T	45.668630000	-121.639580000	2287.1		
T	45.668670000	-121.639540000	2285.3		
T	45.668730000	-121.639450000	2282.1		
T	45.668820000	-121.639260000	2275.8		
T	45.668860000	-121.639230000	2273.2		
T	45.668930000	-121.639220000	2268.7		
T	45.669030000	-121.639240000	2260.4		
T	45.669090000	-121.639240000	2256.5		
T	45.669210000	-121.639170000	2252.8		
T	45.669270000	-121.639160000	2250.3		
T	45.669280000	-121.639150000	2250.0		
T	45.669390000	-121.639150000	2244.1		
T	45.669480000	-121.639120000	2239.5		
T	45.669570000	-121.639010000	2235.6		
T	45.669680000	-121.638770000	2231.3		
T	45.669680000	-121.638750000	2231.7		
T	45.669850000	-121.638460000	2224.0		
T	45.669920000	-121.638390000	2220.9		
T	45.669950000	-121.638320000	2220.8		
T	45.669970000	-121.638220000	2220.8		
T	45.670040000	-121.638070000	2218.6		
T	45.670060000	-121.637920000	2218.1		
T	45.670090000	-121.637840000	2217.0		
T	45.670180000	-121.637740000	2214.2		
T	45.670220000	-121.637730000	2213.0		
T	45.670280000	-121.637760000	2210.8		
T	45.670360000	-121.637750000	2207.7		
T	45.670480000	-121.637620000	2202.4		
T	45.670530000	-121.637540000	2199.2		
T	45.670600000	-121.637340000	2192.7		
T	45.670620000	-121.637220000	2189.9		
T	45.670620000	-121.637130000	2189.0		
T	45.670630000	-121.637120000	2188.3		
T	45.670630000	-121.637110000	2188.2		
T	45.670670000	-121.637080000	2185.5		
T	45.670700000	-121.636960000	2182.3		
T	45.670690000	-121.636920000	2182.3		
T	45.670700000	-121.636790000	2179.6		
T	45.670770000	-121.636600000	2173.0		
T	45.670800000	-121.636570000	2171.1		
